,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1803,1804,15707078,577,0,0,26,1,180530.51,1,0,0,123454.62,0
1804,1805,15605263,552,0,1,33,5,140931.57,1,0,1,10921.5,0
1805,1806,15607381,769,1,0,31,7,148913.72,2,1,0,53817.23,0
1806,1807,15683471,691,0,1,38,7,0.0,2,0,0,81617.4,0
1807,1808,15605037,818,0,0,49,2,0.0,1,0,1,192298.84,1
1808,1809,15576085,739,0,1,41,5,0.0,2,0,0,143882.25,0
1809,1810,15770435,639,0,0,50,6,115335.32,2,1,1,53130.41,0
1810,1811,15592994,651,0,0,65,0,0.0,2,1,1,190454.04,0
1811,1812,15624068,779,0,0,26,0,0.0,2,0,1,111906.0,0
1812,1813,15595221,850,1,0,33,7,134678.13,1,1,0,113177.95,0
1813,1814,15637131,829,0,1,38,9,0.0,2,1,0,30529.88,0
1814,1815,15613471,579,1,1,31,2,90547.48,2,1,1,18800.13,0
1815,1816,15583499,510,0,1,32,9,103324.78,1,1,1,46127.7,0
1816,1817,15752816,531,0,1,29,3,114590.58,1,0,0,75585.48,0
1817,1818,15804075,628,1,0,36,3,91286.51,1,1,0,63085.94,0
1818,1819,15800517,633,2,1,32,5,163340.12,2,1,1,74415.2,0
1819,1820,15712319,714,2,1,45,8,150900.29,2,0,1,139889.15,0
1820,1821,15797389,604,2,1,23,9,124577.33,1,1,1,7267.25,0
1821,1822,15621432,630,2,1,35,1,0.0,2,0,0,186826.22,0
1822,1823,15779390,850,2,0,31,4,91292.7,1,1,1,162149.07,0
1823,1824,15711219,788,1,0,57,8,93716.72,1,1,1,180150.49,1
1824,1825,15770498,798,0,0,37,4,111723.08,1,1,1,83478.12,0
1825,1826,15678727,770,1,1,45,4,110765.68,1,1,0,26163.74,1
1826,1827,15573893,569,1,1,25,9,173459.45,2,1,1,44381.06,0
1827,1828,15740104,425,2,0,22,7,169649.73,2,0,1,136365.0,1
1828,1829,15792649,547,2,0,31,9,0.0,2,0,0,99294.22,0
1829,1830,15605275,725,1,1,45,8,116917.07,1,0,0,173464.43,1
1830,1831,15572467,506,0,1,37,5,0.0,2,1,1,127543.81,0
1831,1832,15738219,632,0,0,36,7,0.0,2,1,1,52526.65,0
1832,1833,15600710,620,0,1,22,0,0.0,1,1,0,32589.45,0
1833,1834,15804394,663,1,1,32,8,130627.66,1,1,0,47161.25,1
1834,1835,15694188,700,2,0,46,5,56580.95,2,0,1,45424.13,0
1835,1836,15583718,696,1,1,38,6,142316.14,1,1,1,8018.49,0
1836,1837,15802478,767,2,1,31,6,0.0,2,1,1,195668.0,0
1837,1838,15619343,561,0,1,56,7,152759.0,2,1,0,133167.11,1
1838,1839,15758813,350,1,1,39,0,109733.2,2,0,0,123602.11,1
1839,1840,15761374,706,0,1,54,9,117444.51,1,1,1,186238.85,0
1840,1841,15569209,464,2,0,34,5,76001.57,1,1,1,158668.87,0
1841,1842,15788539,501,0,0,34,3,107747.57,1,1,0,9249.36,0
1842,1843,15747222,745,2,0,35,8,0.0,2,1,1,116581.1,0
1843,1844,15769346,587,0,0,36,1,134997.49,2,1,0,44688.08,0
1844,1845,15699634,667,0,0,48,2,0.0,2,1,1,148608.39,0
1845,1846,15589076,737,0,1,36,9,0.0,1,0,1,188670.9,1
1846,1847,15812338,485,2,0,30,7,0.0,1,1,0,107067.37,0
1847,1848,15758845,590,2,0,37,0,64345.21,1,0,1,61759.33,1
1848,1849,15685844,518,1,0,35,8,141665.63,1,0,1,192776.64,0
1849,1850,15583090,581,2,0,29,8,0.0,2,1,0,46735.19,0
1850,1851,15587581,785,1,0,33,5,136624.6,2,1,1,169117.74,0
1851,1852,15633640,799,0,0,52,4,161209.66,1,1,1,89081.41,0
1852,1853,15573741,698,2,1,38,10,95010.92,1,1,1,105227.86,0
1853,1854,15633574,730,0,0,41,4,167545.32,1,1,0,128246.81,0
1854,1855,15711455,740,1,0,36,4,109044.6,1,0,0,94554.74,1
1855,1856,15570601,785,0,0,47,9,122031.55,1,1,1,33823.5,1
1856,1857,15690925,527,2,0,29,2,27755.97,1,1,0,97468.44,1
1857,1858,15709338,544,0,0,29,1,118560.55,1,1,1,164137.36,0
1858,1859,15780746,705,0,1,61,4,0.0,2,1,1,191313.7,0
1859,1860,15681956,684,0,1,34,9,0.0,2,1,1,65257.57,0
1860,1861,15778190,639,2,0,28,8,97840.72,1,1,1,178222.77,0
1861,1862,15786852,565,1,0,38,2,158651.29,2,1,1,179445.28,0
1862,1863,15726494,481,0,1,44,9,175303.06,1,1,0,65500.53,1
1863,1864,15641183,731,2,1,25,8,96950.21,1,1,0,97877.92,0
1864,1865,15805312,607,0,1,45,7,123859.6,1,0,1,113051.57,0
1865,1866,15636572,760,0,0,32,7,0.0,2,1,1,105969.05,0
1866,1867,15632575,559,0,0,70,9,0.0,1,1,1,122996.76,0
1867,1868,15740164,715,0,0,33,3,85227.84,1,1,1,68087.15,0
1868,1869,15574947,656,0,1,36,8,97786.08,2,0,1,21478.36,0
1869,1870,15597909,652,1,1,33,7,128135.99,1,1,0,158437.73,0
1870,1871,15782574,624,2,1,33,6,0.0,2,0,0,76551.7,0
1871,1872,15734999,634,2,1,36,2,85996.19,1,1,0,15887.68,0
1872,1873,15706593,850,2,0,50,10,0.0,2,1,1,33741.84,0
1873,1874,15766686,659,1,0,39,1,104502.11,1,1,0,20652.69,0
1874,1875,15590268,529,2,1,35,5,95772.97,1,1,1,112781.5,0
1875,1876,15763055,572,2,1,31,5,98108.79,1,0,1,119996.95,0
1876,1877,15664754,640,1,1,39,9,131607.28,4,0,1,6981.43,1
1877,1878,15643630,770,2,1,55,9,63127.41,2,1,0,185211.28,1
1878,1879,15641043,648,2,1,35,7,0.0,2,1,1,78436.36,0
1879,1880,15768095,579,0,1,31,9,0.0,1,0,1,139048.0,0
1880,1881,15811314,589,1,0,36,9,140355.56,2,1,0,136329.96,0
1881,1882,15669922,530,2,0,36,2,0.0,2,1,1,14721.8,0
1882,1883,15707114,831,0,1,30,2,0.0,2,0,1,3430.38,0
1883,1884,15670602,790,1,1,24,7,107418.27,1,0,1,160450.21,0
1884,1885,15713479,656,0,1,35,6,0.0,2,1,0,1485.27,0
1885,1886,15663830,563,2,1,32,6,0.0,2,1,1,19720.08,0
1886,1887,15566958,667,2,1,39,7,167557.12,1,1,1,41183.02,0
1887,1888,15680918,613,2,1,34,8,117300.02,1,1,0,139410.08,0
1888,1889,15663921,429,0,1,60,7,0.0,2,1,1,163691.48,0
1889,1890,15716324,665,0,0,23,9,143672.9,1,1,1,115147.33,0
1890,1891,15796969,731,0,1,33,4,0.0,2,1,1,74945.11,0
1891,1892,15574783,584,0,0,37,1,0.0,2,1,1,180363.56,0
1892,1893,15773487,634,1,0,31,8,76798.92,1,0,0,196021.73,0
1893,1894,15802486,488,0,1,34,3,0.0,2,1,1,125979.36,0
1894,1895,15783398,535,2,0,49,7,115309.75,1,1,0,111421.77,0
1895,1896,15649418,776,0,0,29,7,178171.04,2,1,1,115818.51,0
1896,1897,15604588,850,2,0,38,3,0.0,2,0,1,179360.76,0
1897,1898,15735428,673,2,0,37,0,0.0,2,0,0,82351.06,0
1898,1899,15629078,850,1,0,45,5,127258.79,1,1,1,192744.23,1
1899,1900,15806880,627,2,0,30,6,0.0,1,1,1,113408.47,0
1900,1901,15754999,570,0,0,33,8,0.0,1,1,1,124641.42,0
1901,1902,15781034,796,2,1,67,5,0.0,2,0,1,54871.02,0
1902,1903,15622017,773,2,0,33,10,0.0,1,1,1,98820.09,0
1903,1904,15705885,752,2,1,36,2,0.0,2,1,1,45570.84,0
1904,1905,15677382,625,2,0,69,1,107569.96,1,1,1,182336.45,0
1905,1906,15566843,535,1,1,20,9,134874.4,1,1,1,118825.56,0
1906,1907,15608387,786,0,0,29,4,0.0,2,1,0,103372.79,0
1907,1908,15810786,620,0,0,67,3,0.0,2,1,1,43486.73,0
1908,1909,15626983,605,2,0,48,6,0.0,2,1,1,40062.99,0
1909,1910,15773605,670,2,0,32,3,0.0,2,1,0,46175.7,0
1910,1911,15811261,617,2,1,42,0,70105.87,1,1,1,120830.73,0
1911,1912,15590606,595,0,1,41,9,0.0,2,1,0,5967.09,0
1912,1913,15576644,687,1,0,29,4,78939.15,1,1,0,122134.56,1
1913,1914,15750264,757,1,1,30,6,105128.85,2,1,1,62972.13,0
1914,1915,15741554,746,2,1,31,2,113836.27,1,1,1,174815.54,0
1915,1916,15769051,503,2,1,25,7,0.0,1,0,1,192841.13,0
1916,1917,15812198,543,1,1,48,1,100900.5,1,0,0,33310.72,1
1917,1918,15699772,428,1,0,40,3,129248.11,2,1,0,72876.43,1
1918,1919,15744105,768,0,0,28,3,109118.05,2,0,1,50911.41,0
1919,1920,15739858,618,0,1,56,7,0.0,1,1,1,142400.27,1
1920,1921,15723720,591,0,0,31,7,0.0,2,0,1,48778.46,0
1921,1922,15638355,658,0,0,35,5,126397.66,1,0,0,156361.58,1
1922,1923,15805637,625,0,1,36,9,108546.16,3,1,0,133807.77,1
1923,1924,15629575,717,0,1,36,2,148061.89,1,1,0,179128.69,1
1924,1925,15586243,667,0,1,44,8,122277.87,1,1,1,91810.71,0
1925,1926,15757931,804,0,1,24,3,0.0,2,1,0,173195.33,0
1926,1927,15716023,693,0,1,31,1,0.0,2,0,1,182270.88,0
1927,1928,15647782,729,1,1,36,8,152899.24,2,1,0,177130.33,0
1928,1929,15716609,484,1,1,54,3,134388.11,1,0,0,49954.79,1
1929,1930,15623791,632,2,0,40,3,109740.62,1,1,0,141896.74,0
1930,1931,15627262,536,1,1,23,6,92366.72,2,1,0,120661.71,0
1931,1932,15652693,573,0,0,26,4,129109.02,1,0,0,149814.68,1
1932,1933,15586993,655,2,0,56,5,0.0,2,1,1,41782.7,0
1933,1934,15815560,666,1,1,74,7,105102.5,1,1,1,46172.47,0
1934,1935,15584930,726,1,1,30,5,111375.32,2,1,0,2704.09,0
1935,1936,15799031,523,0,1,39,3,0.0,2,1,0,6726.53,0
1936,1937,15810457,728,1,0,33,9,150412.14,2,1,0,170764.08,0
1937,1938,15697879,701,0,1,30,3,156660.72,2,1,0,45742.42,0
1938,1939,15594902,518,0,1,38,3,90957.81,1,0,1,162304.59,0
1939,1940,15799710,739,0,1,37,7,104960.46,1,0,1,80883.82,0
1940,1941,15659651,531,1,0,31,7,117052.82,1,1,0,118508.09,1
1941,1942,15645956,452,2,1,44,3,88915.85,1,1,0,69697.74,0
1942,1943,15651713,684,0,1,45,6,148071.39,1,1,0,183575.01,0
1943,1944,15737265,728,1,1,39,6,152182.83,1,0,0,161203.6,0
1944,1945,15687310,783,2,1,39,9,0.0,2,1,0,143752.77,0
1945,1946,15607347,734,0,1,22,5,130056.23,1,0,0,121894.31,1
1946,1947,15698321,648,1,1,34,3,95039.73,2,1,1,147055.87,0
1947,1948,15657812,688,0,1,52,1,0.0,2,1,1,172033.57,0
1948,1949,15569187,680,2,1,35,9,0.0,2,0,0,143774.06,0
1949,1950,15681562,516,0,0,43,2,112773.73,2,1,1,139366.58,0
1950,1951,15615456,680,0,0,37,10,123806.28,1,1,0,81776.84,1
1951,1952,15589793,604,0,1,53,8,144453.75,1,1,0,190998.96,1
1952,1953,15781884,624,1,1,27,9,94667.29,2,0,1,4470.52,0
1953,1954,15675190,623,0,1,21,10,0.0,2,0,1,135851.3,0
1954,1955,15600734,624,2,1,51,5,174397.21,2,1,1,172372.63,0
1955,1956,15779176,565,1,0,58,3,108888.24,3,0,1,135875.51,1
1956,1957,15605286,565,0,1,55,4,118803.35,2,1,1,128124.7,1
1957,1958,15674922,710,0,1,54,6,171137.62,1,1,1,167023.95,1
1958,1959,15737506,645,0,1,42,6,0.0,1,0,0,149807.01,0
1959,1960,15780514,707,0,1,33,8,136678.52,1,1,0,54290.62,0
1960,1961,15623647,655,2,0,36,1,135515.76,1,1,0,86013.96,0
1961,1962,15668472,705,2,0,24,5,177799.83,2,0,0,79886.06,0
1962,1963,15692416,358,2,0,52,8,143542.36,3,1,0,141959.11,1
1963,1964,15771139,578,1,1,34,8,147487.23,2,1,0,66680.77,0
1964,1965,15738318,800,0,0,40,5,97764.41,1,1,0,98640.15,1
1965,1966,15772243,612,0,0,33,9,0.0,1,0,0,142797.5,1
1966,1967,15638463,681,1,0,48,8,139480.18,1,1,1,163581.67,0
1967,1968,15598088,559,2,1,25,5,0.0,2,1,1,163221.22,0
1968,1969,15693468,488,2,0,39,9,140553.46,1,0,0,12440.44,0
1969,1970,15671930,717,0,0,36,5,0.0,2,1,1,145551.6,0
1970,1971,15762268,666,0,0,41,10,141162.08,1,1,0,50908.48,0
1971,1972,15780954,582,2,1,26,4,65848.36,2,1,0,30149.21,0
1972,1973,15700174,733,2,0,30,0,83319.28,1,0,0,57769.2,0
1973,1974,15635728,693,0,1,41,4,0.0,2,0,0,156381.47,0
1974,1975,15679283,694,0,0,33,4,129731.64,2,1,0,178123.86,0
1975,1976,15591386,622,0,0,35,5,0.0,2,1,0,51112.8,0
1976,1977,15694192,598,2,0,38,6,0.0,2,0,0,173783.38,0
1977,1978,15585901,717,2,1,35,1,0.0,3,0,0,174770.14,1
1978,1979,15792329,494,1,1,37,5,107106.33,2,1,0,172063.09,0
1979,1980,15635597,644,0,1,33,8,0.0,2,1,1,155294.17,0
1980,1981,15775880,554,0,0,30,9,0.0,2,1,1,40320.3,0
1981,1982,15630913,476,2,0,69,1,105303.73,1,0,1,134260.34,0
1982,1983,15756680,667,0,1,28,6,165798.1,1,1,0,147090.9,0
1983,1984,15587913,748,2,0,40,4,0.0,2,1,0,132368.47,0
1984,1985,15737605,531,2,0,45,1,126495.57,2,1,1,164741.5,0
1985,1986,15627876,719,2,0,47,9,116393.59,1,1,0,63051.32,1
1986,1987,15772601,845,1,0,41,2,81733.74,2,0,0,199761.29,0
1987,1988,15758606,738,0,1,54,4,0.0,1,0,1,55725.04,1
1988,1989,15657107,563,2,0,46,8,106171.68,1,1,0,163145.5,1
1989,1990,15622454,695,2,1,28,0,96020.86,1,1,1,57992.49,0
1990,1991,15775803,841,2,1,41,1,0.0,2,0,1,193093.77,0
1991,1992,15570859,626,1,1,36,2,181671.16,2,1,1,57531.14,0
1992,1993,15748381,613,0,0,29,6,185709.28,2,1,1,77242.19,0
1993,1994,15787189,824,1,1,60,8,134250.17,3,0,0,153046.16,1
1994,1995,15666055,705,0,0,49,7,0.0,1,1,0,63405.2,1
1995,1996,15617648,584,0,0,44,5,95671.75,2,1,1,106564.88,0
1996,1997,15755678,534,0,1,62,2,0.0,2,0,0,42763.12,1
1997,1998,15624781,672,0,0,34,1,142151.75,2,1,1,168753.34,0
1998,1999,15779497,603,0,1,43,5,127823.93,1,1,1,19483.35,0
1999,2000,15567399,633,1,1,43,3,144164.29,1,1,1,158646.46,0
2000,2001,15613656,842,0,1,58,1,63492.94,1,1,1,83172.19,0
2001,2002,15734311,661,0,0,27,3,0.0,2,1,1,76889.79,0
2002,2003,15657214,601,0,1,74,2,0.0,2,0,1,51554.58,0
2003,2004,15799350,632,0,1,41,0,106134.46,1,0,1,105570.39,0
2004,2005,15729970,684,1,1,29,8,127269.75,1,0,1,79495.01,0
2005,2006,15725835,785,1,0,32,3,124493.03,2,0,1,52583.79,1
2006,2007,15745543,687,0,1,39,7,0.0,2,1,0,26848.25,0
2007,2008,15727384,705,1,0,43,10,146547.78,1,0,1,10072.55,1
2008,2009,15666916,639,0,1,43,6,99610.92,2,1,0,187296.78,0
2009,2010,15732917,729,1,1,46,5,117837.43,1,1,0,104016.61,1
2010,2011,15612050,556,2,0,48,8,168522.37,1,1,1,151310.16,0
2011,2012,15726267,570,0,1,32,9,117337.54,2,0,1,62810.91,0
2012,2013,15780124,841,0,1,74,9,108131.53,1,0,1,60830.38,0
2013,2014,15742238,705,1,1,35,4,136496.12,2,1,0,116672.02,0
2014,2015,15679024,553,0,1,32,3,116324.53,1,1,0,77304.49,0
2015,2016,15715297,779,1,0,40,2,75470.23,1,1,1,52894.01,0
2016,2017,15633612,696,0,1,28,4,172646.82,1,1,1,116471.43,0
2017,2018,15602929,728,2,0,37,4,0.0,1,0,0,4539.38,0
2018,2019,15696703,691,1,1,27,3,160358.68,2,1,0,142367.72,0
2019,2020,15756668,706,0,1,30,3,98415.37,1,1,1,110520.48,0
2020,2021,15565779,627,1,0,30,6,57809.32,1,1,0,188258.49,0
2021,2022,15795519,716,1,0,18,3,128743.8,1,0,0,197322.13,0
2022,2023,15761477,501,1,1,24,4,130806.42,2,1,0,80241.14,0
2023,2024,15731890,601,0,1,41,1,123971.16,1,0,1,172814.99,0
2024,2025,15633043,545,2,0,39,6,0.0,1,0,0,38410.74,1
2025,2026,15752953,634,0,1,45,9,0.0,2,0,0,17622.82,0
2026,2027,15603088,451,2,0,23,9,0.0,2,0,1,48021.71,0
2027,2028,15606613,655,0,0,59,7,0.0,1,1,0,88958.49,1
2028,2029,15635939,458,0,0,39,9,0.0,2,1,0,116343.09,0
2029,2030,15666043,520,0,1,33,4,156297.58,2,1,1,166102.61,0
2030,2031,15746190,624,2,0,28,2,0.0,2,0,1,104353.26,0
2031,2032,15591357,765,0,1,51,3,123372.3,1,1,1,115429.32,0
2032,2033,15658716,667,1,0,37,5,92171.35,3,1,0,178106.34,1
2033,2034,15679909,665,2,1,41,8,0.0,2,1,0,132152.32,0
2034,2035,15634262,709,1,1,34,4,148375.19,2,1,1,21521.38,0
2035,2036,15799825,583,0,0,44,8,0.0,2,1,1,27431.62,0
2036,2037,15756875,782,2,1,34,6,147422.44,1,0,1,42143.61,0
2037,2038,15678146,668,2,0,24,7,173962.32,1,0,0,106457.11,1
2038,2039,15710743,621,0,1,47,0,0.0,1,1,1,133831.37,1
2039,2040,15595831,579,1,0,64,6,145215.43,1,1,1,164083.72,0
2040,2041,15626684,547,0,0,38,5,167539.97,1,0,1,159207.34,0
2041,2042,15709846,840,0,0,39,1,94968.97,1,1,0,84487.62,0
2042,2043,15635459,667,1,0,27,3,106116.5,2,1,0,3674.71,0
2043,2044,15642544,723,0,1,34,5,0.0,2,0,1,12092.03,0
2044,2045,15566494,487,0,1,45,2,0.0,2,1,0,77475.73,0
2045,2046,15655238,668,0,0,31,9,0.0,2,0,0,41291.73,0
2046,2047,15733429,520,1,1,34,8,120018.86,2,1,1,343.38,0
2047,2048,15814536,549,0,1,37,2,112541.54,2,0,0,47432.43,0
2048,2049,15771702,567,0,0,35,5,166118.45,2,1,0,127827.18,0
2049,2050,15723008,720,0,0,45,1,102882.4,2,1,1,35633.15,1
2050,2051,15797160,492,0,0,49,8,0.0,1,1,1,182865.09,1
2051,2052,15792222,712,0,0,37,1,106881.5,2,0,0,169386.81,0
2052,2053,15644765,689,1,1,26,4,120727.97,1,0,1,149073.88,0
2053,2054,15610686,850,0,1,63,8,169832.57,1,0,0,184107.26,1
2054,2055,15730868,747,0,1,41,5,0.0,2,1,1,22750.17,0
2055,2056,15705991,469,1,1,38,9,113599.42,1,0,0,11950.29,0
2056,2057,15577078,539,2,1,38,6,0.0,1,1,1,152880.07,1
2057,2058,15679550,743,0,1,32,9,0.0,2,1,0,175252.78,0
2058,2059,15787655,707,0,1,47,3,0.0,2,1,0,174303.29,0
2059,2060,15668081,581,2,0,50,4,0.0,2,1,1,80701.72,0
2060,2061,15747980,737,2,1,38,6,146282.79,2,1,0,198516.2,0
2061,2062,15710295,445,1,0,38,6,119413.62,2,1,0,175756.36,0
2062,2063,15724443,703,1,0,29,3,122084.63,1,0,1,82824.08,0
2063,2064,15571305,588,1,0,35,1,103060.63,1,1,0,179866.01,1
2064,2065,15569503,765,0,1,44,6,0.0,2,1,1,159899.97,0
2065,2066,15581840,626,0,1,33,8,0.0,2,1,0,138504.28,0
2066,2067,15772262,545,1,1,37,9,110483.86,1,1,1,127394.67,0
2067,2068,15767794,744,0,1,31,9,120718.28,1,1,1,58961.49,0
2068,2069,15629338,658,2,0,31,2,36566.96,1,1,0,103644.98,1
2069,2070,15790379,629,1,1,28,8,108601.0,1,1,1,119647.7,0
2070,2071,15750684,719,0,0,42,4,0.0,1,1,0,28465.86,1
2071,2072,15697214,686,2,0,36,5,0.0,2,1,1,152979.14,0
2072,2073,15711015,743,0,1,36,4,0.0,2,1,1,190911.02,0
2073,2074,15573309,626,2,0,48,2,0.0,2,1,1,95794.98,0
2074,2075,15805303,661,1,1,44,1,141136.62,1,1,0,189742.78,1
2075,2076,15741385,710,1,1,45,9,108231.37,1,1,1,188574.08,0
2076,2077,15780254,654,0,1,40,6,0.0,1,0,0,183872.88,1
2077,2078,15744843,569,2,0,34,6,144855.34,1,0,0,196555.32,0
2078,2079,15815626,640,0,1,63,2,68432.45,2,1,1,112503.24,1
2079,2080,15784736,562,0,1,45,6,136855.24,1,1,0,46864.0,0
2080,2081,15813412,721,0,0,55,3,44020.89,1,1,0,65864.4,1
2081,2082,15809143,456,1,1,32,9,133060.63,1,1,1,125167.92,0
2082,2083,15617617,811,2,1,39,7,0.0,2,1,1,177519.39,0
2083,2084,15779738,534,0,1,24,1,0.0,1,1,1,169653.32,0
2084,2085,15668669,423,0,0,36,5,97665.61,1,1,0,118372.55,1
2085,2086,15687477,594,1,1,28,5,185013.02,1,1,0,16481.12,0
2086,2087,15578908,725,2,0,32,0,0.0,2,1,1,138525.19,0
2087,2088,15687658,716,0,0,52,7,65971.61,2,1,0,14608.0,1
2088,2089,15615020,595,1,0,41,9,150463.11,2,0,1,81548.38,0
2089,2090,15608886,679,0,0,33,1,0.0,2,0,0,69608.48,0
2090,2091,15602551,667,2,1,39,9,0.0,2,1,0,68873.8,0
2091,2092,15672945,661,0,0,37,5,136425.18,1,1,0,81102.81,0
2092,2093,15757408,655,2,1,38,3,250898.09,3,0,1,81054.0,1
2093,2094,15806132,555,0,1,55,4,146798.81,1,1,1,74149.77,0
2094,2095,15813022,531,2,1,70,1,0.0,2,0,0,99503.19,0
2095,2096,15673578,611,1,0,40,7,128486.91,2,1,0,10109.47,0
2096,2097,15757916,600,0,0,38,9,0.0,2,1,1,58855.85,0
2097,2098,15689168,531,2,1,37,1,143407.29,2,0,1,84402.46,0
2098,2099,15769216,601,0,0,43,2,0.0,1,1,0,49713.87,1
2099,2100,15593295,548,0,1,57,6,76165.65,1,1,1,133537.53,0
2100,2101,15804814,759,0,1,40,4,0.0,2,1,0,124615.59,0
2101,2102,15778934,678,2,0,49,8,0.0,2,0,1,98090.69,0
2102,2103,15802351,755,1,0,33,6,90560.3,2,1,1,42607.69,0
2103,2104,15630241,594,0,1,61,3,62391.22,1,1,1,192434.11,0
2104,2105,15719561,768,0,1,42,5,0.0,3,0,0,60686.4,0
2105,2106,15615096,492,0,0,31,7,0.0,2,1,1,49463.44,0
2106,2107,15659931,637,1,0,55,1,123378.2,1,1,0,81431.99,1
2107,2108,15714586,646,2,0,42,3,99836.47,1,0,1,22909.56,0
2108,2109,15634949,593,1,1,74,5,161434.36,2,1,1,65532.17,0
2109,2110,15589224,596,2,1,41,5,0.0,2,0,1,141053.85,0
2110,2111,15795990,722,1,0,48,10,138311.76,1,1,1,3472.63,1
2111,2112,15603216,642,0,1,25,7,0.0,2,1,0,102083.78,0
2112,2113,15631201,472,2,0,28,4,0.0,2,1,0,1801.77,0
2113,2114,15686255,738,1,1,35,6,101744.84,1,0,0,85185.44,0
2114,2115,15746594,732,2,1,33,8,0.0,1,1,0,119882.7,0
2115,2116,15718893,404,1,0,54,4,125456.07,1,1,0,83715.66,1
2116,2117,15671609,701,0,1,44,7,0.0,2,1,0,23425.78,0
2117,2118,15652540,683,0,1,31,2,0.0,2,0,1,77326.78,0
2118,2119,15774857,460,0,0,27,7,0.0,2,1,0,156150.08,1
2119,2120,15791836,690,0,1,29,5,0.0,2,1,0,108577.97,0
2120,2121,15651554,618,1,0,54,4,118449.21,1,1,1,133573.29,1
2121,2122,15583576,671,0,1,30,2,0.0,1,0,1,102057.86,0
2122,2123,15732740,765,2,0,32,9,178095.55,1,0,0,47247.56,0
2123,2124,15723320,651,1,0,25,2,109175.14,2,1,0,114566.47,0
2124,2125,15603851,704,0,1,32,7,127785.17,4,0,0,184464.7,1
2125,2126,15777923,544,0,0,45,6,0.0,2,0,1,151401.33,0
2126,2127,15735719,790,0,0,40,9,0.0,2,1,1,70607.1,0
2127,2128,15703482,710,1,1,34,9,134260.36,2,1,0,147074.67,0
2128,2129,15605835,743,0,1,37,8,69143.91,2,0,1,105780.18,0
2129,2130,15664881,702,0,1,34,4,100054.77,1,1,0,109496.45,0
2130,2131,15757568,704,0,0,45,6,0.0,1,1,1,137739.45,0
2131,2132,15792660,614,0,1,38,2,116248.88,1,1,0,105140.92,0
2132,2133,15599722,609,2,0,43,6,86053.52,2,1,1,113276.46,1
2133,2134,15726354,688,0,0,32,6,123157.95,1,1,0,172531.23,0
2134,2135,15610355,713,0,1,44,1,63438.91,1,1,0,64375.4,0
2135,2136,15704284,736,1,1,57,9,95295.39,1,1,0,28434.44,1
2136,2137,15621893,727,0,1,18,4,133550.67,1,1,1,46941.41,0
2137,2138,15588219,850,0,0,38,1,106871.81,2,1,0,29333.01,0
2138,2139,15688619,718,2,1,45,3,105266.32,2,1,1,193724.51,0
2139,2140,15765518,643,0,0,51,2,105229.53,1,1,0,34967.75,1
2140,2141,15616931,653,0,1,41,8,102768.42,1,1,0,55663.85,0
2141,2142,15758372,674,0,1,18,7,0.0,2,1,1,55753.12,1
2142,2143,15782591,690,0,1,35,6,112689.95,1,1,0,176962.31,0
2143,2144,15612109,819,0,1,38,9,122334.26,2,1,1,181507.44,0
2144,2145,15613712,634,2,1,34,1,0.0,2,1,0,61995.57,0
2145,2146,15639322,633,2,1,33,4,137847.41,2,1,0,98349.13,0
2146,2147,15594349,850,0,1,49,5,122486.47,1,0,1,59748.19,0
2147,2148,15574167,665,0,1,33,2,101286.11,1,1,1,159840.51,0
2148,2149,15811842,630,2,1,26,7,0.0,2,1,1,6656.64,0
2149,2150,15648794,836,2,1,57,4,101247.06,1,1,0,37141.62,1
2150,2151,15771211,668,0,1,38,10,86977.96,1,0,1,37094.75,0
2151,2152,15588614,753,0,1,57,7,0.0,1,1,0,159475.08,1
2152,2153,15630698,745,0,0,55,9,110123.59,1,0,1,51548.14,1
2153,2154,15694200,693,0,1,36,8,178111.82,1,0,0,58719.63,1
2154,2155,15721426,606,1,1,65,10,126306.64,3,0,0,7861.68,1
2155,2156,15725997,660,0,0,35,6,100768.77,1,1,0,19199.61,0
2156,2157,15762138,608,0,1,42,5,0.0,2,1,0,178504.29,0
2157,2158,15750649,744,0,0,44,3,0.0,2,1,1,189016.14,0
2158,2159,15685706,731,0,0,40,7,118991.79,1,1,1,156048.64,0
2159,2160,15641835,683,0,1,72,3,140997.26,1,0,1,52876.41,0
2160,2161,15586821,727,0,1,28,5,0.0,2,0,1,19653.08,0
2161,2162,15569678,561,1,1,32,6,166824.59,1,1,0,139451.98,0
2162,2163,15793842,700,0,0,34,2,76322.69,1,1,0,128136.29,0
2163,2164,15667554,605,0,1,35,6,0.0,2,1,1,45206.57,0
2164,2165,15794479,767,2,1,77,8,149083.7,1,1,1,190146.83,0
2165,2166,15585041,511,0,1,33,7,0.0,2,0,1,158313.87,0
2166,2167,15780650,667,0,1,40,9,0.0,1,1,1,96670.2,0
2167,2168,15780846,787,0,1,33,1,126588.81,2,0,1,62163.53,0
2168,2169,15805260,705,1,0,56,2,143249.67,1,1,0,88428.41,1
2169,2170,15621629,773,1,1,43,8,81844.91,2,1,1,35908.46,0
2170,2171,15662151,554,0,1,40,4,0.0,1,0,1,168780.04,0
2171,2172,15747174,526,1,1,58,9,190298.89,2,1,1,191263.76,0
2172,2173,15651585,661,1,1,35,2,117212.18,1,1,1,83052.03,0
